symbol
HISARMETAL
HITECH
HITECHCORP
HITECHGEAR
HLEGLAS
HLVLTD
HMT
HMVL
HNDFDS
HNGSNGBEES
HOMEFIRST
HONAUT
HONDAPOWER
HOVS
HPL
HSCL
HSIL
HTMEDIA
HUBTOWN
HUDCO
HUHTAMAKI
IBMFNIFTY
IBREALEST
IBUCCREDIT
IBULHSGFIN
ICDSLTD
ICEMAKE
ICICI500
ICICIALPLV
ICICIB22
ICICIBANK
ICICIBANKN
ICICIBANKP
ICICIGI
ICICIGOLD
ICICILIQ
ICICILOVOL
ICICIM150
ICICIMCAP
ICICINF100
ICICINIFTY
ICICINV20
ICICINXT50
ICICIPHARM
ICICIPRULI
ICICISENSX
ICICITECH
ICIL
ICRA
IDBI
IDBIGOLD
IDEA
IDFC
IDFCFIRSTB
IDFNIFTYET
IEX
IFBAGRO
IFBIND
IFCI
IFGLEXPOR
IGARASHI
IGL
IGPL
IIFCL
IIFL
IIFLSEC
IIFLWAM
IITL
IL&FSENGG
IL&FSTRANS
IMAGICAA
IMFA
IMPAL
INCREDIBLE
INDBANK
INDHOTEL
INDIACEM
INDIAGLYCO
INDIAMART
INDIANB
INDIANCARD
INDIANHUME
INDIGO
INDIGOPNTS
INDIGRID
INDLMETER
INDNIPPON
INDOCO
INDORAMA
INDOSOLAR
INDOSTAR
INDOTECH
INDOTHAI
INDOWIND
INDRAMEDCO
INDSWFTLAB
INDSWFTLTD
INDTERRAIN
INDUSINDBK
INDUSTOWER
INEOSSTYRO
INFIBEAM
INFOBEAN
INFRABEES
INFY
INGERRAND
INNOVANA
INNOVATIVE
INOXLEISUR
INOXWIND
INSECTICID
INSPIRISYS
INTELLECT
INTENTECH
INVENTURE
IOB
IOC
IOLCP
IPCALAB
IPL
IRB
IRBINVIT
IRCON
IRCTC
IREDA
IRFC
IRISDOREME
ISEC
ISFT
ISGEC
ISMTLTD
ITC
ITDC
ITDCEM
ITI
IVC
IVP
IVZINGOLD
IVZINNIFTY
IWEL
IZMO
J&KBANK
JAGRAN
JAGSNPHARM
JAIBALAJI
JAICORPLTD
JAINSTUDIO
JALAN
JAMNAAUTO
JASH
JAYAGROGN
JAYBARMARU
JAYNECOIND
JAYSREETEA
JBCHEPHARM
JBFIND
JBMA
JCHAC
JETAIRWAYS
JETFREIGHT
JETKNIT
JHS
JINDALPHOT
JINDALPOLY
JINDALSAW
JINDALSTEL
JINDRILL
JINDWORLD
JISLDVREQS
JISLJALEQS
JITFINFRA
JIYAECO
JKCEMENT
JKIL
JKLAKSHMI
JKPAPER
JKTYRE
JMA
JMCPROJECT
JMFINANCIL
JMTAUTOLTD
JOCIL
JPASSOCIAT
JPINFRATEC
JPPOWER
JSL
JSLHISAR
JSWENERGY
JSWHL
JSWISPL
JSWSTEEL
JTEKTINDIA
JUBLFOOD
JUBLINDS
JUBLINGREA
JUBLPHARMA
JUMPNET
JUNIORBEES
JUSTDIAL
JYOTHYLAB
JYOTISTRUC
KABRAEXTRU
KAJARIACER
KAKATCEM
KALPATPOWR
KALYANIFRG
KALYANKJIL
KAMATHOTEL
KAMDHENU
KANANIIND
KANORICHEM
KANPRPLA
KANSAINER
KAPSTON
KARDA
KARMAENG
KARURVYSYA
KAUSHALYA
KAVVERITEL
KAYA
KCP
KCPSUGIND
KDDL
KEC
KECL
KEERTI
KEI
KELLTONTEC
KENNAMET
KERNEX
KESORAMIND
KEYFINSERV
KHADIM
KHAICHEM
KHANDSE
KICL
KILITCH
KIMS
KINGFA
KIOCL
KIRIINDUS
KIRLFER
KIRLOSBROS
KIRLOSENG
KIRLOSIND
KITEX
KKCL
KKVAPOW
KMSUGAR
KNRCON
KOKUYOCMLN
KOLTEPATIL
KOPRAN
KOTAKBANK
KOTAKBKETF
KOTAKGOLD
KOTAKIT
KOTAKNIFTY
KOTAKNV20
KOTAKPSUBK
KOTARISUG
KOTHARIPET
KOTHARIPRO
KPIGLOBAL
KPITTECH
KPRMILL
KRBL
KREBSBIO
KRIDHANINF
KRISHANA
KSB
KSCL
KSHITIJPOL
KSL
KSOLVES
KTKBANK
KUANTUM
L&TFH
L&TFINANCE
LAGNAM
LAKPRE
LALPATHLAB
LAMBODHARA
LAOPALA
LASA
LAURUSLABS
LAXMICOT
LAXMIMACH
LCCINFOTEC
LEMONTREE
LEXUS
LFIC
LGBBROSLTD
LGBFORGE
LIBAS
LIBERTSHOE
LICHSGFIN
LICNETFGSC
LICNETFN50
LICNETFSEN
LICNFNHGP
LIKHITHA
LINCOLN
LINCPEN
LINDEINDIA
LIQUIDBEES
LIQUIDETF
LODHA
LOKESHMACH
LOTUSEYE
LOVABLE
LPDC
LSIL
LT
LTI
LTTS
LUMAXIND
LUMAXTECH
LUPIN
LUXIND
LXCHEM
LYKALABS
LYPSAGEMS
M&M
M&MFIN
M15RG
M17RD
M17RG
MAANALU
MACPOWER
MADHAV
MADHUCON
MADRASFERT
MAESGETF
MAFANG
MAGADSUGAR
MAGMA
MAGNUM
MAHABANK
MAHAPEXLTD
MAHASTEEL
MAHEPC
MAHESHWARI
MAHICKRA
MAHINDCIE
MAHLIFE
MAHLOG
MAHSCOOTER
MAHSEAMLES
MAITHANALL
MAJESCO
MALUPAPER
MAN50ETF
MANAKALUCO
MANAKCOAT
MANAKSIA
MANAKSTEEL
MANALIPETC
MANAPPURAM
MANGALAM
MANGCHEFER
MANGLMCEM
MANINDS
MANINFRA
MANUGRAPH
MANXT50
MARALOVER
MARATHON
MARICO
MARINE
MARKSANS
MARSHALL
MARUTI
MASFIN
MASKINVEST
MASTEK
MATRIMONY
MAWANASUG
MAXHEALTH
MAXIND
MAXVIL
MAYURUNIQ
MAZDA
MAZDOCK
MBAPL
MBECL
MBLINFRA
MC1RG
MCDHOLDING
MCDOWELL-N
MCL
MCLEODRUSS
MCX
MDL
MEGASOFT
MELSTAR
MENONBE
MEP
MERCATOR
METALFORGE
METROPOLIS
MFSL
MGEL
MGL
MHHL
MHRIL
MIDHANI
MINDACORP
MINDAIND
MINDSPACE
MINDTECK
MINDTREE
MIRCELECTR
MIRZAINT
MITCON
MITTAL
MMFL
MMP
MMTC
MODIRUBBER
MODISNME
MOGSEC
MOHITIND
MOHOTAIND
MOIL
MOKSH
MOLDTECH
MOLDTEKPP
MOLDTKPAC
MOM100
MOM50
MON100
MONTECARLO
MORARJEE
MOREPENLAB
MOTHERSUMI
MOTILALOFS
MOTOGENFIN
MPHASIS
MPSLTD
MRF
MRO-TEK
MRPL
MSPL
MSTCLTD
MTARTECH
MTEDUCARE
MTNL
MUKANDLTD
MUKTAARTS
MUNJALAU
MUNJALSHOW
MURUDCERA
MUTHOOTCAP
MUTHOOTFIN
NABARD
NACLIND
NAGAFERT
NAGREEKCAP
NAGREEKEXP
NAHARCAP
NAHARINDUS
NAHARPOLY
NAHARSPING
NAM-INDIA
NANDANI
NATCOPHARM
NATHBIOGEN
NATIONALUM
NATNLSTEEL
NAUKRI
NAVINFLUOR
NAVKARCORP
NAVNETEDUL
NAZARA
NBCC
NBIFIN
NBVENTURES
NCC
NCLIND
NCPSESDL24
NDGL
NDL
NDRAUTO
NDTV
NECCLTD
NECLIFE
NELCAST
NELCO
NEOGEN
NESCO
NESTLEIND
NETF
NETFCONSUM
NETFDIVOPP
NETFGILT5Y
NETFIT
NETFLTGILT
NETFMID150
NETFNIF100
NETFNV20
NETFPHARMA
NETFSDL26
NETWORK18
NEULANDLAB
NEWGEN
NEXTMEDIA
NFL
NH
NHAI
NHBTF2014
NHPC
NIACL
NIBL
NIFTYBEES
NIFTYEES
NIITLTD
NILAINFRA
NILASPACES
NILKAMAL
NIPPOBATRY
NIRAJ
NITCO
NITINFIRE
NITINSPIN
NITIRAJ
NKIND
NLCINDIA
NMDC
NOCIL
NOIDATOLL
NORBTEAEXP
NOVARTIND
NPBET
NRAIL
NRBBEARING
NSIL
NTL
NTPC
NUCLEUS
NURECA
NXTDIGITAL
OAL
OBEROIRLTY
OCCL
OFSS
OIL
OILCOUNTUB
OLECTRA
OMAXAUTO
OMAXE
OMINFRAL
OMKARCHEM
ONELIFECAP
ONEPOINT
ONGC
ONMOBILE
ONWARDTEC
OPTIEMUS
OPTOCIRCUI
ORBTEXP
ORCHPHARMA
ORICONENT
ORIENTABRA
ORIENTALTL
ORIENTBELL
ORIENTCEM
ORIENTELEC
ORIENTHOT
ORIENTLTD
ORIENTPPR
ORISSAMINE
ORTEL
ORTINLAB
OSWALAGRO
OSWALSEEDS
PAEL
PAGEIND
PAISALO
PALASHSECU
PALREDTEC
PANACEABIO
PANACHE
PANAMAPET
PAR
PARACABLES
PARAGMILK
PARSVNATH
PARTYCRUS
PASHUPATI
PATELENG
PATINTLOG
PATSPINLTD
PAVNAIND
PBAINFRA
PCHFL
PCJEWELLER
PDMJEPAPER
PDSMFL
PEARLPOLY
PEL
PENIND
PENINLAND
PENTAGOLD
PERFECT
PERSISTENT
PETRONET
PFC
PFIZER
PFOCUS
PFS
PGEL
PGHH
PGHL
PGIL
PGINVIT
PHILIPCARB
PHOENIXLTD
PIDILITIND
PIGL
PIIND
PILANIINVS
PILITA
PIONDIST
PIONEEREMB
PITTIENG
PKTEA
PLASTIBLEN
PNB
PNBGILTS
PNBHOUSING
PNC
PNCINFRA
PODDARHOUS
PODDARMENT
POKARNA
POLYCAB
POLYMED
POLYPLEX
PONNIERODE
POWERGRID
POWERINDIA
POWERMECH
PPAP
PPL
PRAENG
PRAJIND
PRAKASH
PRAKASHSTL
PRAXIS
PRECAM
PRECOT
PRECWIRE
PREMEXPLN
PREMIER
PREMIERPOL
PRESSMN
PRESTIGE
PRICOLLTD
PRIMESECU
PRINCEPIPE
PRITI
PRIVISCL
PROINDIA
PROLIFE
PROZONINTU
PRSMJOHNSN
PSB
PSPPROJECT
PSUBNKBEES
PTC
PTL
PULZ
PUNJABCHEM
PUNJLLOYD
PURVA
PVP
PVR
QGOLDHALF
QNIFTY
QUESS
QUICKHEAL
RADAAN
RADICO
RADIOCITY
RAILTEL
RAIN
RAJESHEXPO
RAJMET
RAJRATAN
RAJRAYON
RAJSREESUG
RAJTV
RALLIS
RAMANEWS
RAMASTEEL
RAMCOCEM
RAMCOIND
RAMCOSYS
RAMKY
RANASUG
RANEENGINE
RANEHOLDIN
RATNAMANI
RAYMOND
RBL
RBLBANK
RCF
RCOM
RECLTD
REDINGTON
REFEX
RELAXO
RELCAPITAL
RELIANCE
RELIANCEP1
RELIGARE
RELINFRA
REMSONSIND
RENUKA
REPCOHOME
REPL
REPRO
RESPONIND
REVATHI
RGL
RHFL
RHIM
RICOAUTO
RIIL
RITES
RKDL
RKEC
RKFORGE
RMCL
RMDRIP
RML
RNAVAL
ROHLTD
ROLLT
ROLTA
ROML
ROSSARI
ROSSELLIND
ROUTE
RPGLIFE
RPOWER
RPPINFRA
RPPL
RPSGVENT
RSSOFTWARE
RSWM
RSYSTEMS
RTNINDIA
RTNPOWER
RUBYMILLS
RUCHI
RUCHINFRA
RUCHIRA
RUPA
RUSHIL
RVHL
RVNL
S&SPOWER
SABEVENTS
SADBHAV
SADBHIN
SAFARI
SAGARDEEP
SAGCEM
SAIL
SAKAR
SAKHTISUG
SAKSOFT
SAKUMA
SALASAR
SALONA
SALSTEEL
SALZERELEC
SAMBHAAV
SANCO
SANDESH
SANDHAR
SANGAMIND
SANGHIIND
SANGHVIMOV
SANGINITA
SANOFI
SANWARIA
SARDAEN
SAREGAMA
SARLAPOLY
SARVESHWAR
SASKEN
SASTASUNDR
SATIA
SATIN
SBCL
SBICARD
SBIETFCON
SBIETFIT
SBIETFPB
SBIETFQLTY
SBILIFE
SBIN
SCAPDVR
SCHAEFFLER
SCHAND
SCHNEIDER
SCI
SDBL
SEAMECLTD
SECL
SECURCRED
SECURKLOUD
SELAN
SEPOWER
SEQUENT
SERVOTECH
SESHAPAPER
SETCO
SETF10GILT
SETFGOLD
SETFNIF50
SETFNIFBK
SETFNN50
SETUINFRA
SEYAIND
SFL
SGBAPR28I
SGBAUG24
SGBAUG27
SGBAUG28V
SGBDC27VII
SGBDEC2512
SGBDEC2513
SGBFEB24
SGBFEB27
SGBFEB29XI
SGBJ28VIII
SGBJAN26
SGBJAN27
SGBJAN29IX
SGBJAN29X
SGBJU29III
SGBJUL25
SGBJUL28IV
SGBJUL29IV
SGBJUN27
SGBJUN28
SGBJUN29II
SGBMAR24
SGBMAR25
SGBMAR28X
SGBMAY26
SGBMAY28
SGBMAY29I
SGBMR29XII
SGBN28VIII
SGBNOV23
SGBNOV24
SGBOC28VII
SGBOCT25
SGBOCT25IV
SGBOCT27
SGBOCT27VI
SGBSEP24
SGBSEP27
SGBSEP28VI
SGIL
SGL
SHAKTIPUMP
SHALBY
SHALPAINTS
SHANKARA
SHANTIGEAR
SHARDACROP
SHARDAMOTR
SHAREINDIA
SHARIABEES
SHEMAROO
SHIL
SHILPAMED
SHIVAMAUTO
SHIVAMILLS
SHIVATEX
SHK
SHOPERSTOP
SHRADHA
SHREDIGCEM
SHREECEM
SHREEPUSHK
SHREERAMA
SHRENIK
SHREYANIND
SHREYAS
SHRIPISTON
SHRIRAMCIT
SHRIRAMEPC
SHUBHLAXMI
SHYAMCENT
SHYAMMETL
SICAL
SIDDHIKA
SIEMENS
SIGIND
SIKKO
SIL
SILGO
SILINV
SILLYMONKS
SILVERTUC
SIMBHALS
SIMPLEXINF
SINTERCOM
SINTEX
SIRCA
SIS
SITINET
SIYSIL
SJVN
SKFINDIA
SKIL
SKIPPER
SKMEGGPROD
SKSTEXTILE
SMARTLINK
SMCGLOBAL
SMLISUZU
SMSLIFE
SMSPHARMA
SMVD
SNOWMAN
SOBHA
SOLARA
SOLARINDS
SOLEX
SOMANYCERA
SOMATEX
SOMICONVEY
SONACOMS
SONAMCLOCK
SONATSOFTW
SORILINFRA
SOTL
SOUTHBANK
SOUTHWEST
SPAL
SPANDANA
SPARC
SPECIALITY
SPENCERS
SPENTEX
SPIC
SPICEJET
SPLIL
SPMLINFRA
SPTL
SREEL
SREIBNPNCD
SREINFRA
SRF
SRHHYPOLTD
SRIPIPES
SRPL
SRTRANSFIN
SSWL
STAR
STARCEMENT
STARPAPER
STCINDIA
STEELCITY
STEELXIND
STEL
STERTOOLS
STLTECH
STOVEKRAFT
STYLAMIND
SUBCAPCITY
SUBEXLTD
SUBROS
SUDARSCHEM
SUMEETINDS
SUMICHEM
SUMIT
SUMMITSEC
SUNCLAYLTD
SUNDARAM
SUNDARMFIN
SUNDARMHLD
SUNDRMBRAK
SUNDRMFAST
SUNFLAG
SUNPHARMA
SUNTECK
SUNTV
SUPERHOUSE
SUPERSPIN
SUPPETRO
SUPRAJIT
SUPREMEENG
SUPREMEIND
SURANASOL
SURANAT&P
SURANI
SURYALAXMI
SURYAROSNI
SURYODAY
SUTLEJTEX
SUULD
SUVEN
SUVENPHAR
SUVIDHAA
SUZLON
SVLL
SVPGLOB
SWANENERGY
SWARAJENG
SWELECTES
SWSOLAR
SYMPHONY
SYNGENE
TAINWALCHM
TAJGVK
TAKE
TALBROAUTO
TANLA
TANTIACONS
TARAPUR
TARC
TARMAT
TASTYBITE
TATACAPHSG
TATACHEM
TATACOFFEE
TATACOMM
TATACONSUM
TATAELXSI
TATAINVEST
TATAMETALI
TATAMOTORS
TATAMTRDVR
TATAPOWER
TATASTEEL
TATASTLBSL
TATASTLLP
TATVA
TBZ
TCFSL
TCI
TCIDEVELOP
TCIEXP
TCIFINANCE
TCNSBRANDS
TCPLPACK
TCS
TDPOWERSYS
TEAMLEASE
TECHIN
TECHM
TECHNOE
TEJASNET
TEMBO
TERASOFT
TEXINFRA
TEXMOPIPES
TEXRAIL
TFCILTD
TFL
TGBHOTELS
THANGAMAYL
THEINVEST
THEJO
THEMISMED
THERMAX
THOMASCOOK
THOMASCOTT
THYROCARE
TI
TIDEWATER
TIIL
TIINDIA
TIJARIA
TIL
TIMESGTY
TIMETECHNO
TIMKEN
TINPLATE
TIPSINDLTD
TIRUMALCHM
TIRUPATIFL
TITAN
TMRVL
TNPETRO
TNPL
TNTELE
TOKYOPLAST
TORNTPHARM
TORNTPOWER
TOTAL
TOUCHWOOD
TPLPLASTEH
TREEHOUSE
TREJHARA
TRENT
TRF
TRIDENT
TRIGYN
TRIL
TRITURBINE
TRIVENI
TTKHLTCARE
TTKPRESTIG
TTL
TTML
TV18BRDCST
TVSELECT
TVSMOTOR
TVSSRICHAK
TVTODAY
TVVISION
TWL
UBL
UCALFUEL
UCL
UCOBANK
UFLEX
UFO
UGARSUGAR
UJAAS
UJJIVAN
UJJIVANSFB
ULTRACEMCO
UMANGDAIRY
UMESLTD
UNICHEMLAB
UNIDT
UNIENTER
UNIINFO
UNIONBANK
UNITECH
UNITEDPOLY
UNITEDTEA
UNIVASTU
UNIVCABLES
UNIVPHOTO
UPL
URJA
URJAPP
USHAMART
UTIAMC
UTIBANKETF
UTINEXT50
UTINIFTETF
UTISENSETF
UTISXN50
UTTAMSTL
UTTAMSUGAR
UWCSL
V2RETAIL
VADILALIND
VAIBHAVGBL
VAISHALI
VAKRANGEE
VALIANTORG
VARDHACRLC
VARDMNPOLY
VARROC
VASCONEQ
VASWANI
VBL
VCL
VEDL
VENKEYS
VENUSREM
VERTOZ
VESUVIUS
VETO
VGUARD
VHL
VICEROY
VIDHIING
VIJIFIN
VIKASECO
VIKASLIFE
VIKASPROP
VIKASWSP
VIMTALABS
VINATIORGA
VINDHYATEL
VINEETLAB
VINYLINDIA
VIPCLOTHNG
VIPIND
VIPULLTD
VISAKAIND
VISASTEEL
VISHAL
VISHNU
VISHWARAJ
VIVIDHA
VIVIMEDLAB
VLSFINANCE
VMARCIND
VMART
VOLTAMP
VOLTAS
VRLLOG
VSCL
VSSL
VSTIND
VSTTILLERS
VTL
WABAG
WABCOINDIA
WALCHANNAG
WALPAR
WANBURY
WATERBASE
WEALTH
WEBELSOLAR
WEIZMANIND
WELCORP
WELENT
WELINV
WELSPUNIND
WENDT
WESTLIFE
WFL
WHEELS
WHIRLPOOL
WILLAMAGOR
WINDMACHIN
